	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
3578	5716	B000LEG2WA	A1UKLOZHC1X35L	Baby	31	Cons:-There is a round magnet that holds the front cover closed, and it kind of shows through the fabric.	1.0	Warning	yes	before		19
2211	4250	B00080LZVA	A225IZVHUWAT37	Baby	3	Perhaps itll be easier to use for this when he is a little older and has better head control.	1.0	Usage	no	both		19
14108	12256	B0067JV4EE	ACGDWG6Y65A24	Baby	4	One thing to note is that the white silicon (or rubber material) does take on the color of some foods... e. g. it turned orange from the pureed sweet potatoes I was feeding my baby.	1.0	Usage	yes	before		33
12138	11125	B004FLL7HA	A3N3SNIGD5BK0B	Baby	1	good stroller  but the handles are really short and Im only 5;4 and I have to ben to push it.	1.0	Usage	no	before		19
2121	4118	B00073HJGI	A2Q1SKO8XAUINC	Baby	4	Imagine my surprise when I saw how tiny it is.	1.0	Warning	no	before		10
13935	12141	B005VM62QS	A2RX62V4E2BF5Z	Baby	10	The product images show the older child standing in the stroller facing the parent, where the manual clearly states that children should be facing forward when standing while holding onto the stroller frame to avoid falling.	1.0	Other	yes	both		36
10395	10375	B003IP8RRM	A9PIOKWY4HC5B	Baby	3	I think it is expected that this would leave some kind of sticky gunk or whatever from the surface it was put on, well, its adhesive- how else do you expect to put it on.	1.0	Warning	no	after		34
2027	4004	B00067AUP2	ALLJE6U5TTLU3	Baby	4	Its also as wide as the crib so it fits perfectly under the crib sheet.	1.0	Size	yes	both		15
4129	6456	B000SXSMYK	AGK8MTJY9D9B9	Baby	1	This did not shrink when I washed and dryed it.	1.0	Maintenance	yes	both		10
16435	13566	B00BLI3MUK	A36K2N527TXXJN	Baby	7	It is designed precisely with iPhone or iPod Touch in mind, and it indeed fits these devices very well.	1.0	Size	yes	both		19
12890	11497	B004S9BS6E	A1QKB14BZ716GG	Baby	8	P. S.  Just be careful with the velcro if you have a A&A; stuff.	1.0	Warning	yes	after		13
1937	3885	B0002PR43O	A3T68P8LF7AL62	Baby	1	There are two sound settings on the little learning table - one is way too loud (could easily damage your babies ears) and the other setting is way too low (cant hear it at all).	1.0	Warning	yes	before		34
16487	13596	B00BQYVQWU	A1WXJ1I42UOQ2V	Baby	17	The instruction booklet does indicate that some 2.4GHz products such as wireless networks, blue-tooth systems or microwave ovens may cause interference with this model.	1.0	Warning	yes	both		22
12003	11077	B004DC9O8A	A12LJS3DT017C	Baby	5	She tripped which of course put a little bit of strain on the leash and it tore.	1.0	Warning	no	before		17
4411	6727	B000WJPCFW	A71TTVOAW7IUW	Baby	7	My son needed to be held a lot, and so this was our answer when we didnt want him crying and needed to get things done around the house.	1.0	Usage	yes	both		29
11316	10778	B0041RRX6M	AIPOQ46Q5CW6V	Baby	1	These are cute and work well for playtime in the bath and also for scooping water for rinsing.	1.0	Alternative use	yes	both		18
887	950	B00005LBZF	A2EH6T9EOMNWRG	Baby	14	Please DO NOT put ANY plastic in a microwave especially food for your baby.	1.0	Warning	yes	after		14
13099	11656	B004Y42A1K	A3MWSMBRIWGPVB	Baby	8	Please note that these teethers are best for front teeth.	1.0	Usage	no	both		10
16823	13811	B00E0HHPN4	ACVDL5QRCOPE1	Baby	4	Its also machine washable, so you can just throw it in the washer when it gets soiled.	1.0	Maintenance	yes	both		17
4292	6602	B000V98HCI	A3BWP7L0XDARB1	Baby	2	You just have to get them wet and they stick to the walls of the bath area.	1.0	Usage	yes	both		17
1043	1021	B0000635WI	A2HOA352TOCY91	Baby	4	I thought it was b/c my belly was small at the time but Im now 30 weeks and it doesnt support it... it cant go on top of the pillow (like some photos seem to show) b/c the pillows too high in that area.. so I bought yet another pillow, a small wedge pillow..	1.0	Complementary product	yes	after		51
6471	8335	B001KK6I8M	A1TXVLUZLZEBRJ	Baby	4	I also have a friend who put hers in the washer because her son spit up on the stuffed animal, and it was fine :) Just dont put it in the dryer!	1.0	Usage	yes	after		31
554	867	B000058DNE	A2UYLD3M1LV4VY	Baby	4	Unfortunately, the beads are so tightly packed into the tail that they dont rattle at all; also, there is a yellow mesh fabric that covers the tail so you can barely even see the beads.	1.0	Warning	no	before		35
5403	7511	B0018OHCLC	AQYH2DHP78S83	Baby	6	These are probably good for ~1-2 months while starting baby food, but after a while, your baby will get frustrated that she is not getting bigger bites.	1.0	Usage	yes	both		26
17098	13927	B00GMR18OM	A2K3ESSV9ORBGY	Baby	6	They are good for one feeding then they must be thrown in the wash as they do not air dry very quickly.	1.0	Maintenance	yes	after		22
12816	11441	B004Q3LBTG	A2LBL9RRMPHJ23	Baby	6	Approx 20% of the time, the device will steam and fail to blend.	1.0	Warning	yes	before		12
4213	6540	B000UFWQW0	A36S3WJUWDL2R3	Baby	8	Just slide the two tabs towards each other and pull gently.	1.0	Usage	yes	after		11
14264	12371	B006P05S0Q	A3IQ4N3ETYTBWM	Baby	3	when i read the reviews on this some ppl said it was bigger than they thought it would be and its true but it has space and a large changing pad which out ways everything else.	1.0	Size	yes	before		36
16937	13845	B00ENUQMWI	A2WU9DFYE1Z58Q	Baby	2	My baby loves to throw his toys and this keeps them from hitting the floor.	1.0	Usage	yes	both		15
13155	11673	B004YT1DKO	A1Z8ZBKUVVGSF9	Baby	10	Im not sure if its their thickness or the insert/pod material but it takes some serious stripping/laundering to get them to not smell after having an ammonia problem :/ Also, it has leaked a couple of times around the legs where the fleece inner has wicked moisture onto babys clothes.	1.0	Warning	yes	before		47
3804	5846	B000MQSJG4	AFG4HIHMX312C	Baby	14	Now that my son has more confidence on the potty we are using the Baby Bjorn again... its a much better seat and well worth the extra money!FYI:  This seat WILL NOT work on a ROUND toilet bowl.	1.0	Usage	yes	before		39
15166	12866	B0085425Y2	A1WB20PSNM7E32	Baby	20	Wash by hand when you can because its not ideal for running through a machine but if youre lazy like me.. it is possible.	1.0	Maintenance	yes	after		24
3563	5716	B000LEG2WA	A1UKLOZHC1X35L	Baby	16	The narrow Evenflo bottles are a bit loose and the wider Playtex Drop-Ins are very tight.	1.0	Size	yes	before		15
11919	11055	B004CJ9D6W	A2KIVODZRTGY4U	Baby	13	In the middle of a freezing spell with outside temperatures in the 20s and the heat set at 68 degrees in the house, the monitor was showing a temperature of 78 degrees in the babys room.	1.0	Warning	no	before		33
15079	12827	B0081P7RJ8	AQC1P5GMUGS36	Baby	4	If you put them up high the kids cant pull them off.	1.0	Other	yes	both		12
12435	11231	B004IEBSVE	A3PELW58M72W8H	Baby	3	I bought the size two for my 24 lb 8 month old and it fit well.	1.0	Population segment	yes	both		14
15878	13305	B00A7DATQ0	A1EPVX4GECE4H	Baby	1	it does not work with city select stroller.	1.0	Usage	yes	before		8
4789	6935	B0010B34V0	A2CZ49D5A24O5T	Baby	3	Kind of deviates the purpose.	1.0	Warning	no	before		5
2410	4440	B000A6KOW8	AT47FUB4I5C0C	Baby	2	Like other reviews mentioned, the cubes come out the easiest when you run hot water over the bottom for a few seconds.	1.0	Workaround	yes	after		22
3011	5254	B000GKW8EA	A1TVSXP7VJDBK3	Baby	4	Once you figure it out it takes less than five minutes to pack and unpack.	1.0	Usage	yes	after		15
16172	13424	B00AT60HUI	A44O2BUMD21G4	Baby	2	Of note, the product information does not mention that this is a soft flannel outside.	1.0	Other	yes	both		15
7799	9230	B002F9MUZM	A38SEFYE0BWRHZ	Baby	1	Bibs themselves are nice and the rolled collar works well; however, the velcro is very scratchy and leaves a slight rash/mark on both my arm and my childs neck.	1.0	Warning	yes	before		28
7728	9182	B002D40ZMY	A2RWNK0QF1UX7D	Baby	3	Its a little stiff, even after washing and the beanie that came with it doesnt really stretch so it was a little small for my baby.	1.0	Size	yes	before		26
13625	11917	B005F672CS	A1A58SIH6DJTU4	Baby	6	It didnt fit snugly at all and I just had to brush my fingers along the edge for it to start to peel away from the bowl.	1.0	Warning	no	before		27
11057	10703	B003YC0W7W	A2KFR24VEDENOF	Baby	2	The one and only disappointment was the lack of ability to turn on lullaby tracks via handset to soothe a sleeping baby without walking into the nursery.	1.0	Warning	yes	before		27
15643	13151	B0096HSWMG	A1NA4V36SJ2SM1	Baby	4	If you pre-rinse the valve, and put it back into the top cover, there is no need to worry about it getting lost during the washing cycle.	1.0	Maintenance	no	both		26
13007	11619	B004WD92MI	A1GPB8ASP5QU4L	Baby	5	Washing machine does not destroy this product, which is a great feature, considering the number of times it will be washed.	1.0	Maintenance	yes	both		21
16638	13678	B00CBVHLWQ	A2V9DTXTQ5YIMK	Baby	26	If you are using it with the tray, you are all set.	1.0	Usage	no	both		12
11131	10711	B003YHUVH8	A2KV49MJS6W4DQ	Baby	5	Third, the pocket is pretty much flush with the bib and therefore doesnt catch much.	1.0	Warning	yes	before		15
16190	13438	B00AV53YNY	A1W55X6SS3FXOY	Baby	3	The silicone covers are EXTREMELY hard to get on and off, make sure you put a little dish soap in the cover before sliding it n. The paint does not chip when covers are applied but it does not stop them from denting either.	1.0	Workaround	yes	both		43
97	609	B0000488W2	A3JEFPEUXUS0I	Baby	7	I think it wont work with hollow doors or maybe doors that are too thick but mine were pretty standard.	1.0	Warning	yes	before		20
8521	9518	B002RL808Y	A2CONPR29H76S7	Baby	5	He is now 12m (28 height) and it finally fits him OK.	1.0	Size	yes	both		10
16667	13724	B00COMEVHU	AWD5ALFH4BC4E	Baby	3	The only thing to know is that you do periodically need to wash them.	1.0	Maintenance	no	both		14
13440	11845	B005A3OGR0	AZ77Z3BJFEPD3	Baby	3	The slits on the nipple are way to small so I had to take a knife and make them bigger, now my daughter uses it and it happy.	1.0	Workaround	yes	both		28
10648	10500	B003OIP6MW	A2I1QPVS2C6FTD	Baby	2	I thought maybe the first one was a dud so tried another and could not open.	1.0	Warning	no	before		16
16539	13634	B00BZO1PE0	A2Y3CC95T33QWS	Baby	19	Difficult tray: While I liked the large tray, I did not like that it was very difficult to get the tray off.	1.0	Warning	yes	before		22
13154	11673	B004YT1DKO	A1Z8ZBKUVVGSF9	Baby	9	The only thing I dont like is that for some reason these diapers hold in the ammonia smell more than my others.	1.0	Warning	yes	before		22
5489	7565	B00198PQHY	A0764543R3OVY4FERRXM	Baby	4	The only downfall is its pretty big so sometime i boink my head on it getting her in and out of her crib, but its a small price to pay.	1.0	Warning	yes	before		30
3652	5755	B000LU6L1Q	AE777ULGUGMRL	Baby	2	It is so hard that there isnt much different between hitting your head on a metal spout or hitting your head on a metal spout with this hard piece of plastic over it.	1.0	Warning	yes	before		33
5842	7889	B001CWF01O	A23YU1JBLQT86Q	Baby	1	This is a very huggably soft jersey material that is a perfect fit for the Arms Reach Ideal Co-Sleeper.	1.0	Complementary product	yes	before		18
15957	13362	B00AHPZY6S	AM188RARFCUSA	Baby	43	Conversion is faster without the canopy in place, and we removed the canopy entirely while using the Liteway Plus as a stroller frame.	1.0	Usage	yes	both		23
11014	10669	B003WUXIZO	A3UJJ6HH70Q71Y	Baby	8	I have 2 of these so when one does get soiled I can just swap it out.	1.0	Workaround	yes	both		16
8494	9504	B002R26LZM	ACR77COG7N9Q9	Baby	5	If you are going to use two carseats just remember that this only comes with ONE carseat attachment so you can buy another for like 30$.	1.0	Complementary product	yes	before		25
10818	10565	B003TJAGB2	A1D1M7YZKAHBM5	Baby	3	I pumped 6-8 times a day and needed to replace them after about 6 weeks.	1.0	Maintenance	yes	both		13
11878	11038	B004BUYLJ6	A10GMDGFGN7QH2	Baby	1	Just when my daughter was getting visually occupied with this, it would stop - annoying to have to stand there and rewind it again and again and again.	1.0	Usage	yes	before		27
2849	5144	B000FTD1T8	A32NPPC0UJTJXU	Baby	12	And, when you try to assembly this item, take extra caution not to break the panels.	1.0	Warning	yes	both		16
13069	11637	B004XI35AM	A3ACKXHHPADEP6	Baby	3	This doesnt look good with anything, so Ive never worn it out of the house.	1.0	Warning	yes	before		15
1458	1322	B00008X35T	A2HODZ0I0U5FPL	Baby	3	I recommend to use this just one time a day, and when your daughter (son) is sleepy... but if you use it more than 1 time a day, BELIEVE ME, she or he will get tired of it quickly.	1.0	Usage	yes	after		38
15073	12824	B0081F8KF8	A1UUQAZEVV7VF4	Baby	2	While it is very cute, it leaks pretty bad through the PUL.	1.0	Warning	yes	before		12
8682	9593	B002TUTOYW	A374USXRZQQGO2	Baby	6	It not only is a highchair but also a removable booster chair that we can attach to our own dining chairs when she is older.	1.0	Alternative use	yes	both		25
16548	13634	B00BZO1PE0	A2Y3CC95T33QWS	Baby	28	These shoulder straps are more for decoration or to appease parents to think that their child is in a 5 point harness, but they are not.	1.0	Warning	yes	before		25
6476	8350	B001KXDL5C	A3RTLL9VB8IPZM	Baby	5	I cleaned the brick before placing the tape down, then put the tape on the flat areas of brick (my bricks have a weathered look to them so some have chips, holes, or uneven areas) and then pushed the pad down over the tape.	1.0	First time use	yes	after		44
2915	5196	B000GB0O0Y	A1H6ZHH8JSBY80	Baby	1	It goes through batteries far too quickly.	1.0	Warning	yes	before		7
11672	10950	B00477ND0Q	A2NWHDWS9B2DNT	Baby	4	The only problem is that the fabric on it stays wrinkled and it doesnt fully stretch so its not a nice item you could have in your living room.	1.0	Warning	yes	before		29
60	602	B00003XAKR	A2F8EOU79DK8DG	Baby	5	The only reason I took off one star is because its a little stiff and he was resistant to having it on his bed at first.	1.0	Warning	yes	before		26
11923	11056	B004CKHC4Q	A1FR5NYM6I7O7H	Baby	1	I like the ability to use this diaper bag over the shoulder or worn as a backpack without any extra straps to carry around.	1.0	Usage	no	after		24
16797	13803	B00DU1FWWC	AS1NRRQNGMDXZ	Baby	6	Make sure the bottom is sealed tightly or the contents will squirt out the bottom!	1.0	Warning	yes	after		15
5381	7481	B00188XW26	A117RW2F1MNBQ8	Baby	5	Important note: Product page states this toy is for 3 years+, but packaging confirms that its fine for infants (0 months+).	1.0	Population segment	yes	before		17
11711	10983	B0049JLNWW	ALT0IR9XNHWOS	Baby	3	You do not need to have Tommee Tippee bottles to use this product.	1.0	Usage	yes	before		13
11118	10710	B003YHM324	A5EO7KCB0JZR8	Baby	6	Perfect for throwing in a diaper bag when youre out or travelling.- The little pouch.	1.0	Size	yes	both		14
8290	9433	B002OC1M22	A27DG407VCBF1Y	Baby	15	In the rear-facing position, it is still very upright.	1.0	Population segment	no	before		8
4322	6642	B000VS4LBK	A2J1Q33PDYVSU8	Baby	6	In addition, the newborn flow of the nipple in this set seems to be too fast for my newborn as she choked every time she ate.	1.0	Population segment	yes	before		26
7816	9239	B002FKAMJ2	A138L5S2OGB697	Baby	9	The Packaging was a WARNING: Choking Hazard - Small Parts Not for children under 3 years.	1.0	Population segment	yes	before		14
2386	4383	B0009V0TBU	A21XTA8VWD0LET	Baby	1	Be aware that this base does not work with all SnugRide models.	1.0	Warning	yes	before		12
7326	8965	B0026IAY3W	A2T5WMP7EHHB3X	Baby	2	Maintains its color and shape even after several washings :-)	1.0	Maintenance	yes	both		9
7039	8733	B001TMQ62Y	A14ICB6J8VKTA4	Baby	6	Its also a perfect burp cloth, impromptu play mat, towel, and carrier cover.	1.0	Alternative use	yes	both		13
13414	11835	B0058OET1O	A2L3WRIFGKNRN2	Baby	1	The quality of the material is really good but these toys are really ugly.	1.0	Warning	no	before		14
37	598	B00003TL3H	AQRM319K706HZ	Baby	1	My daughter loves this but like others have said it doesnt fit on the Graco Quattro Travel System.	1.0	Warning	yes	before		18
6032	8031	B001EMMKUG	A4GEUTDY8VSMZ	Baby	7	They pull over the head like a T-Shirt-- no snaps or buttons, and the coverage is quite ample.	1.0	Usage	yes	after		17
1531	1349	B000096M59	ALNFHVS3SC4FV	Baby	12	The 7-oz size is perfect for smaller children and the 10-oz size is perfect for toddlers.	1.0	Size	yes	both		14
16056	13380	B00AJSJFYA	A2S82KA1I60VII	Baby	4	***If you are overweight and cant lift your legs very high a lot this is NOT for you, my mother in law dreads this thing and its quite hilarious to watch her go over it :D	1.0	Usage	yes	before		36
9719	9970	B0036DM37G	A38AXM41DVCCO5	Baby	8	It is also gender neutral and baby neutral.	1.0	Population segment	yes	before		8
11180	10720	B003Z6Q3V6	A31HE83MU98GBV	Baby	7	Be sure to tighten the waist belt because if its loose, the baby could fall through that gap.	1.0	Warning	yes	after		18
5130	7115	B0013FGWD0	A29X08DG25ON03	Baby	5	Putting it on the crib, however, is not easy.	1.0	Warning	yes	before		9
9345	9826	B0031ES8TW	A1IIJGFBSXGW63	Baby	2	The actual size is much smaller - length of blanket is 11 inches (which is stated elsewhere on the listing) and the head is maybe 1/3 the diameter.	1.0	Size	yes	before		25
9339	9823	B0031ELKHY	A167VW6XC1391H	Baby	4	Do not grab at the claws because it will hurt and cut fingers.	1.0	Warning	yes	before		13
15744	13214	B009KUEU7K	A253TE7XMXWAV4	Baby	2	You have to be very precise about the placement of the gasket when you screw on the top, or youre going to have a huge mess.	1.0	Usage	yes	both		26
9724	9970	B0036DM37G	A38AXM41DVCCO5	Baby	13	I have unknowingly left vital things in the car just by them falling out of the bag.	1.0	Warning	yes	before		17
2771	4981	B000F1MBQ0	A24VMEOQ8XUGT9	Baby	5	However, simply putting an extra pillow over this area fixes the problem and elevates your head more to help reduce reflux and help with rhinitis of pregnancy.	1.0	Workaround	yes	after		27
8672	9582	B002TOKHSK	A1Y9S96JC9LIRN	Baby	1	Its very cute, but the hood was too big for newborn.	1.0	Population segment	no	before		11
15481	13063	B008TAAHSS	A2BLKOR5GXPZK9	Baby	5	well the sponge cleaner not only falls apart after some use but it also gradually falls out of the slot its in.	1.0	Warning	yes	before		22
6931	8612	B001QKJ9SC	A1RKY6QL7SFX5K	Baby	8	I do wish for a stronger material because I definitely can see how older kids are able to break these more easily than the smaller kids and seeing as how theyre not particularly cheap, thats an issue to be dealt with.	1.0	Population segment	yes	both		41
427	844	B000056JLK	A2L18QWLTBBC6U	Baby	9	Buy more than one though, because they definitely get dirty quickly--I think I changed mine every day for the first 2-3 weeks that my son was home!	1.0	Complementary product	yes	both		27
2415	4442	B000A796WG	AH0N60XHGDEFI	Baby	3	Wife have hard time unlocking it due to require strong manly hand to push down with pressure to unleash the lock.	1.0	Warning	yes	after		21
1662	1431	B0000A340G	A321UXJ9AW1YSG	Baby	2	It was a pretty normal Cincinnati winter, but our poor little Emma was so hot in this thing, that every time we would put her in her carseat with it in, she would scream bloody murder.	1.0	Warning	no	before		36
7738	9185	B002DELZ46	ASUCX5TWYM3TA	Baby	2	I didnt realize I should freeze the pack separately  at first but once I did it worked great.	1.0	First time use	yes	after		18
15638	13148	B0095YY7RY	A3PRXJRKLIK9MX	Baby	3	If you have an average size baby the sizing is right on.	1.0	Size	no	before		12
13686	11962	B005H1O92M	A2HXJSHNXBYMUQ	Baby	3	Giving it 4 stars only because of the paint/chemical smell when it first came out of the box, we had to air it out prior to putting it together but we expected this based on previous reviews.	1.0	First time use	yes	after		35
8416	9458	B002P3GWUW	A30M4SJ2FCYDTK	Baby	8	A couple of things to note:- The changing tabletop is smaller than average, and therefore the changing pad I had chosen is much too large.	1.0	Size	yes	before		25
2252	4289	B0009A3I5K	AXERER9DA2OTM	Baby	2	We put one in every diaper takes like two extra seconds, but if my daughter  poos, I just toss it or you could flush it.	1.0	Usage	yes	both		25
13082	11638	B004XIQTSM	A2MISNDANNRUSI	Baby	10	These mats are also great for our workout sessions.	1.0	Alternative use	yes	after		9
16606	13677	B00CBJ0PN0	A1UVWTNPX8TR0G	Baby	9	Urine aimed at the surface will splash back on the baby.	1.0	Usage	no	before		11
3383	5534	B000J4980U	A18LSLYBRPCNT4	Baby	4	If you baby has bigger thighs, and you are in between sizes, then go up a size.	1.0	Size	yes	before		17
13937	12141	B005VM62QS	A2RX62V4E2BF5Z	Baby	12	Also, the product description says that the stroller Accepts all Graco infant car seats but the manual states that only a Graco SnugRide, SnugRide 30, SnugRide 32, SnugRide 35 or Infant SafeSeat car seat is compatible.	1.0	Other	yes	both		33
7680	9154	B002C30S96	A13YVM1SAD3NP3	Baby	1	We purchased this Skip Hop bag for our toddler primarily to use when he goes to his grandparents for the day and it is the perfect size to include a few diapers, some wipes, a bottle for milk or juice, and other necessary items for a day away from home including small toys and pacifiers.	1.0	Size	yes	both		55
4443	6744	B000WUF4LS	A1YTIGPH3FBZLS	Baby	4	The straps can NOT be removed.	1.0	Workaround	no	after		6
4670	6876	B000YMPUKE	A3JLBL62FPGY98	Baby	6	The bag I received had built in stroller straps which was a nice surprise so I am thinking this is a new feature they are adding.	1.0	Complementary product	yes	both		26
6513	8362	B001L21EQ0	A2D9J11ABBRCNL	Baby	1	The lamp is cute and works well for my grandsons room, however the paint has some flaws.	1.0	Warning	yes	before		17
13367	11799	B0055DXEGY	AGB39HMYTLWY7	Baby	3	My one true complaint and the reason I did not give them 5 stars is because when the bibs get wet (drool or spit up) the moisture is absorbed into the muslin and travels through the cloth to the clothing beneath.	1.0	Warning	yes	before		40
6315	8254	B001HTG0NO	A1XZKTBWHM3GBW	Baby	10	The wheels are serious junk.	1.0	Warning	yes	before		5
235	815	B000056HNO	AUYKXRJOPHWG2	Baby	3	I washed in cold water and dried on low since I had read the reviews saying they would shrink.	1.0	Maintenance	no	after		19
12965	11593	B004V8VQKK	A1H56S82SWEGTU	Baby	6	After the lullaby is done signing it still hums soothing music and it is very pretty.	1.0	Usage	yes	both		16
1381	1286	B00008614F	A1GUX6R8DV3ZLY	Baby	4	(2) Every time my daughter takes a break in her eating and pushes the bottle out of her mouth - or if she needs to be burped - air starts filling and it has to be pushed out again.	1.0	Warning	yes	before		36
6934	8612	B001QKJ9SC	A1RKY6QL7SFX5K	Baby	11	At any rate, consider it a deterrent and not necessarily a permanent solution to keeping slightly older kids out of certain rooms.	1.0	Warning	yes	after		22
14818	12635	B007HS6W6Y	A3PQOLHFOVPJE2	Baby	4	The music is obnoxious, so we mostly just use this mirror for looking at the ceiling of the car.	1.0	Warning	yes	before		19
8962	9664	B002VWD3V8	APTCPP95D22TQ	Baby	2	BUT, they do stain pretty quickly and so Ive had to replace them a couple times already.	1.0	Usage	yes	both		17
1841	1758	B0001NE3ZO	AKFCEF486KETJ	Baby	4	I have been able to get food stains out of the fabric by washing the entire cover on Delicate cycle and then air-drying.	1.0	Maintenance	no	after		22
5987	7987	B001E4VTD8	A1T50IO1EMVNFH	Baby	4	Theyve been washed a handful of times and while they seem to stand up to the washings/dont fall apart by any means, I do feel that the padding has become matted.	1.0	Maintenance	yes	both		30
3532	5690	B000KVUBBC	A22BY6LSKXFZ8J	Baby	4	It was very easy for us to install in the door frame, and it remains really sturdy (we didnt even screw it into the door frame, just used the basic installation).	1.0	Usage	yes	after		31
2472	4579	B000BH79HY	AP9XBQMGSBUJK	Baby	4	She wasnt a very big or a very small baby, but she kept falling over to one side in the seat.	1.0	Size	yes	before		21
4525	6802	B000XPV4A2	A2LRBLHAGE2XU0	Baby	3	It has enough room for all the toys and gets the toys dry and picked up!	1.0	Usage	yes	both		16
7800	9232	B002FB7E5Q	A2YM3EXA17YK25	Baby	1	These are unfortunately coming apart after minimal use.	1.0	Warning	yes	before		8
10951	10617	B003VLAXN4	AVPGVZ7RVOIG3	Baby	2	The inside of the PUL is not coated so it feels sticky and is uncomfortable when I put my hand in there to stuff it.	1.0	Warning	yes	before		25
4683	6880	B000YRW34K	AZBZ6AMM3Z492	Baby	5	Its a very sturdy mattress, which makes it great for kids.	1.0	Population segment	yes	before		11
13394	11815	B0056S8AGW	A3JMBJMG3JP6N4	Baby	7	I highly recommend this product IF you are able to screw it into your oven (or dishwasher).	1.0	Workaround	yes	before		17
7604	9126	B002BDEEJW	AVZ035YDHUQ2A	Baby	2	The only problem is the wind up music box is very temperamental and doesnt always work...	1.0	Warning	yes	before		16
1778	1704	B00014PLAO	A1YI950FR2BI41	Baby	1	Peeled right off even though we followed the instructions to the letter.	1.0	Warning	yes	before		12
3772	5839	B000MNJHVS	AYNRALJ4X1COS	Baby	15	This bottom bracket also causes trouble when it shuts, which i might add does not automatically shut.	1.0	Warning	yes	before		17
14867	12681	B007MTOO6S	AF5X5T3CRD8RX	Baby	9	There are few minor things I dislike about the design:- the liner is plain white, which means stains are a possibility.	1.0	Warning	yes	before		21
5464	7542	B0018ZMGBM	A3CT7JLI8NJV6K	Baby	1	very sturdy great for use with cable machines or even with resistance band machines like the tower 200 i would recomend it with the 200 gives you a wider range of workout options or for any use on cable machines	1.0	Usage	yes	after		38
12738	11385	B004OR1DTC	AGRBMXQKF1E20	Baby	9	Youll want to clean the grass and the tray at least once a week (whether by hand or dishwasher), since the old drip water pools in the tray and gets dirty.	1.0	Maintenance	yes	after		31
17311	13987	B00J8B47ME	A36K2N527TXXJN	Baby	12	The good news is that the thermometer is very quick and easy to use, so if you dont mind averaging several repeated measurements, then you will still probably get a good overall reading.	1.0	Usage	yes	both		33
4553	6815	B000XT30G4	AOGRRFDXUJIAT	Baby	4	I have a terrible time walking through while carrying my son.	1.0	Warning	no	before		11
1300	1264	B00007DWDZ	A2MRYTB4QYINAI	Baby	5	I would not recommend it for full time pumping if you work full time, but if you mostly breast feed it has been good for me expressing the excess milk 2-3 times a day.	1.0	Population segment	yes	before		33
3653	5755	B000LU6L1Q	AE777ULGUGMRL	Baby	3	It also does not fit a standard spout and has not flexibility to it to make it fit.	1.0	Warning	yes	before		18
13151	11673	B004YT1DKO	A1Z8ZBKUVVGSF9	Baby	6	The Softbums inserts have a snap on one end to snap into the cover and a tag that makes it helpful to know which side is supposed to face up.	1.0	Usage	yes	after		30
12085	11106	B004EFAOWQ	A2LXMQGMUUI6LC	Baby	1	The necklace I received was NOT authentic amber.	1.0	Warning	yes	before		8
5960	7965	B001DVRTEA	AZV8F4DI688N9	Baby	4	The ends were fraying after one day, but I just took a lighter and sealed them quickly over the flame, which fixed that.	1.0	Workaround	yes	both		23
