	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
930	987	B00005RCS1	A2TF8JIFP9E9LO	Baby	13	When it dries, little holes and creases appear - so I took a nail file (I didnt have any sandpaper) and filed the edges and the top, around the footprint, to make it look more smooth.	1.0	Workaround	yes	both		35
967	1001	B00005UC6Q	A113MCPLAVCP7Z	Baby	1	My 7 month old wants nothing to do with these... she would rather try to hold the bottle without the handles.	1.0	Warning	yes	before		20
991	1007	B00005V9NV	A2QXLN6TPXBUF7	Baby	4	FavesPhilips AVENT Disposable Nursing PadsPROS:- Softer than Lansinoh- works really well when nipples are very tender and drying out makes it worse- regardless of what cream/balm I used, sore nipples / cracks / splits / healing wounds do not stick (only occasionally)CONS:- they are a little bulkier than Lansinoh so they may show through some bras- when I was in the leaking stage (or when I go a little too long between my night and morning pumping session) I have occasionally leaked through the padLansinoh Disposable Nursing PadsPROS:- Thinner and larger in diameter than Avent- keeps nipples drier- I dont think that I have ever leaked throughCONS:- not as soft as Advent- sore nipples / cracks / splits / healing wounds stick to pad and sometimes tear off scabs (sorry this sounds so gross, but it happens)I usually use Avent when my nipples are in bad shape (seems to go in cycles) because they are softer and my wounds dont stick and then switch to Lansinoh when they are healing and need to dry out.	1.0	Usage	yes	after		164
1041	1021	B0000635WI	A2HOA352TOCY91	Baby	2	Its long enough for my height (511) so that was a big plus.	1.0	Size	yes	both		12
1043	1021	B0000635WI	A2HOA352TOCY91	Baby	4	I thought it was b/c my belly was small at the time but Im now 30 weeks and it doesnt support it... it cant go on top of the pillow (like some photos seem to show) b/c the pillows too high in that area.. so I bought yet another pillow, a small wedge pillow..	1.0	Complementary product	yes	after		51
1076	1042	B000066CMV	A1F31JJEII0KLC	Baby	3	The rubber filter keeps popping out when there is a lot of suction.	1.0	Warning	yes	before		13
1078	1042	B000066CMV	A1F31JJEII0KLC	Baby	5	Every time I have used this the rubber pops out.	1.0	Warning	no	before		10
1079	1042	B000066CMV	A1F31JJEII0KLC	Baby	6	To put it back in you have to completely unscrew the cap and put your fingers in.	1.0	Warning	no	before	after	17
1083	1042	B000066CMV	A1F31JJEII0KLC	Baby	10	It is the product itself that is defective	1.0	Warning	no	before		8
1124	1056	B000067Q6J	AMUQT27LM3M8I	Baby	3	Ziplock is useful but not reuseable.	1.0	Warning	yes	before		6
1214	1227	B00006S3RX	A36OZM5CENQ7LW	Baby	5	Whats the point in having a music and light toy if you cant replace the batteries, which ultimately means that one day it will just be trash because it doesnt work anymore.	1.0	Warning	yes	before		32
1256	1252	B0000789TD	A253QNF4ZUL9I4	Baby	12	:)Cons:- The size can be a negative because it does obstruct the view out my back window quite a bit.	1.0	Warning	yes	before		20
1294	1262	B00007DWBH	A34S1VRDXX57BM	Baby	1	This car seat base does not work with Graco SnugRide 32/35 seats.	1.0	Usage	no	before		11
1300	1264	B00007DWDZ	A2MRYTB4QYINAI	Baby	5	I would not recommend it for full time pumping if you work full time, but if you mostly breast feed it has been good for me expressing the excess milk 2-3 times a day.	1.0	Population segment	yes	before		33
1332	1277	B00007H1YR	AOQQNNA5NYR6M	Baby	8	Dont make the same mistake she did.	1.0	Usage	no	both		7
1355	1281	B00007LP11	A3LFZ5EP2TA5P9	Baby	6	The fabric is wonderful- it washes very well and shows no wear.	1.0	Maintenance	yes	both		11
1367	1283	B000083JTJ	A1VOOS3JQ0AI8C	Baby	6	I installed it both as a single and also as a double and neither variation supported my sons head properly.	1.0	Warning	no	before		20
1377	1284	B000083JV8	A2SLNJTT9SH2JE	Baby	4	My only problem with this bag is that the  changing pad that comes with it is small, but that is easy to solve by buying a bigger one.	1.0	Complementary product	yes	both		28
1379	1286	B00008614F	A1GUX6R8DV3ZLY	Baby	2	First you have to make sure the bag is properly aligned to avoid leaks.	1.0	Warning	no	before		14
1381	1286	B00008614F	A1GUX6R8DV3ZLY	Baby	4	(2) Every time my daughter takes a break in her eating and pushes the bottle out of her mouth - or if she needs to be burped - air starts filling and it has to be pushed out again.	1.0	Warning	yes	before		36
1388	1286	B00008614F	A1GUX6R8DV3ZLY	Baby	11	I just pop them in the dishwasher.	1.0	Maintenance	yes	both		7
1454	1308	B00008ODBG	A2YW7Z8V5JEAE3	Baby	3	Just make sure you check the sponge filter on the bottom and get wet when necessary and this will be you and your babys best friend!	1.0	Maintenance	yes	after		26
1458	1322	B00008X35T	A2HODZ0I0U5FPL	Baby	3	I recommend to use this just one time a day, and when your daughter (son) is sleepy... but if you use it more than 1 time a day, BELIEVE ME, she or he will get tired of it quickly.	1.0	Usage	yes	after		38
1498	1344	B000096L4F	A1MD7N2KL3K9QW	Baby	1	I NEVER REALLY COULD GET COMFORTABLE WITH THIS THIS SLING.	1.0	Warning	no	before		10
1504	1345	B000096LVC	A2QG2QKJYELEV4	Baby	3	My only complaint is that there is only 1 of each letter (I should have paid closer attention to the number of pieces when ordering).	1.0	Warning	yes	before		24
1516	1347	B000096LWX	AU7TBMZWVLTS1	Baby	7	If your dvd player is less than 2.25 inches high, this will not work for you.	1.0	Warning	yes	before		15
1527	1349	B000096M59	ALNFHVS3SC4FV	Baby	8	My sons are at the age where we are transitioning them to regular cups and these are perfect for that in-between stage.	1.0	Population segment	yes	both		21
1528	1349	B000096M59	ALNFHVS3SC4FV	Baby	9	These are also labeled plastic type 5 which is polypropylene which is considered safe and does not leach BPA (bisphenol-A) into foods and beverages like some plastics can.	1.0	Other	yes	both		26
1531	1349	B000096M59	ALNFHVS3SC4FV	Baby	12	The 7-oz size is perfect for smaller children and the 10-oz size is perfect for toddlers.	1.0	Size	yes	both		14
1543	1351	B000096NQU	AWANCZMWZ16JF	Baby	8	I keep it on mid suction and mid speed and thats all Ive ever needed to fill two bottles in about 15 minutes without discomfort.	1.0	Usage	yes	both		24
1564	1362	B000099Z9K	A2E6QLYUC96ZZN	Baby	1	Rear facing position will require 33 inches (or more depending on how your backseats are made) from the backseat to the front seat in order to get it level.	1.0	Warning	yes	before		28
1566	1362	B000099Z9K	A2E6QLYUC96ZZN	Baby	3	It doesnt recline enough to act as an infant bed, but as of this writing you MAY put a rolled up towel under the front of the base in order to further level it out.	1.0	Workaround	yes	after		35
1574	1362	B000099Z9K	A2E6QLYUC96ZZN	Baby	11	If youre baby is small and even mine at 22 inches and less than 8 lbs was small for it, bring rolled up blankets to cushion the side in order to keep their back and head aligned.	1.0	Workaround	yes	after		35
1588	1372	B00009K2YU	A356JAJSFPFB5P	Baby	2	Its CLEARLY stated it can NOT be used for sleeping, remember that.	1.0	Warning	yes	after		12
1617	1387	B00009NQQO	A22WM8VMA8CB8S	Baby	1	Tub has yo be completely smooth for ours to stick.	1.0	Usage	yes	before		10
1647	1414	B00009ZIKH	A1RMM26GRGKFWG	Baby	5	I was hoping it would attach to his pack n play but it only fits on a standard crib.	1.0	Warning	yes	before		19
1662	1431	B0000A340G	A321UXJ9AW1YSG	Baby	2	It was a pretty normal Cincinnati winter, but our poor little Emma was so hot in this thing, that every time we would put her in her carseat with it in, she would scream bloody murder.	1.0	Warning	no	before		36
1707	1623	B0000D9SR8	A18HZCWRMROOOO	Baby	7	And I feel safer using it than the old types of seats since this one attaches to the side instead of being in the tub where there is a risk of it tipping over.	1.0	Usage	yes	both		34
1712	1625	B0000D9SS4	A3PUQMYVCHJDC4	Baby	3	Be careful taking it out of the microwave though.	1.0	Warning	no	both		9
1718	1627	B0000DBHHR	A2R1LE5SFJ1GXP	Baby	5	One part that we love is that it can be removed very quickly and easily, so if we want it out of the way we can quickly do that.	1.0	Usage	yes	both		29
1728	1645	B0000DEW8N	A11NJ6JE9IA0SR	Baby	10	Con: Youll see in other reviews that people dont like the removable tray (middle piece in the picture) because your child can pull it up and dump the food.	1.0	Warning	yes	after		29
1753	1663	B0000E2DIE	A3J8EU3GOCEOD8	Baby	3	For a few of the holes he needed to use his power drill which worked great.	1.0	Workaround	yes	both		16
1760	1671	B0000TYHD2	A3KADK9IQVWP7H	Baby	7	You need a pipe cleaner to really get it (unless Im missing something.)	1.0	Maintenance	no	before		13
1762	1699	B00012YSU0	A33FVV7M2QS1EQ	Baby	2	The layers of material are not sown down and it rolled up inside.	1.0	Warning	yes	before		13
1778	1704	B00014PLAO	A1YI950FR2BI41	Baby	1	Peeled right off even though we followed the instructions to the letter.	1.0	Warning	yes	before		12
1809	1726	B0001D12XA	A3IT0D89UUN9L8	Baby	16	Can be used as a stand alone bassinet and changing table, too.5.	1.0	Alternative use	yes	both		11
1810	1726	B0001D12XA	A3IT0D89UUN9L8	Baby	17	Converts to a play pen for when baby grows out of the co-sleeper position.	1.0	Alternative use	yes	both		13
1841	1758	B0001NE3ZO	AKFCEF486KETJ	Baby	4	I have been able to get food stains out of the fabric by washing the entire cover on Delicate cycle and then air-drying.	1.0	Maintenance	no	after		22
1864	1841	B00029TCS0	A1X00HPWIG8GZ1	Baby	1	This dresser is OK. We use it as changing table and has been a great item for it however the minute I put it together and tested out the changing table I noticed that due to the closed up front (where your feet are when changing child) you always pump into the dresser with your feet.	1.0	First time use	no	before		55
1870	3093	B0002E7DHW	A2VNV04N3BXO03	Baby	4	After I used it for about a month, my pediatrician told me not to drive with it attached anyway.	1.0	Warning	yes	before		19
1873	3094	B0002E7DIQ	A2A8E3JBDEKGYE	Baby	2	If you are average or tall and need a pillow between your knees and calves, this probably wont work for you.	1.0	Warning	yes	before		21
1886	3785	B0002I1VJE	A18FRID52D7QTQ	Baby	2	The packaging says they are spot clean only, but I tossed them in the washing machine and the dryer with no problems.	1.0	Maintenance	yes	both		22
1915	3831	B0002KWTGQ	A2T48O08DBHYA9	Baby	2	i just cleaned the corners before i applied the cushions.. my son tries to bite it off but still it hasnt come off as of yet and ive had it for months now.	1.0	Usage	yes	after		33
1937	3885	B0002PR43O	A3T68P8LF7AL62	Baby	1	There are two sound settings on the little learning table - one is way too loud (could easily damage your babies ears) and the other setting is way too low (cant hear it at all).	1.0	Warning	yes	before		34
1944	3888	B0002Q2OPG	AK9BXHEXOOM6Z	Baby	2	However, my son never liked to play with it for the time we had it near him from when he was 1 until just before he was 2.	1.0	Population segment	no	before		26
1984	3970	B00063EDEK	A1ZPFA3QQFBBX6	Baby	6	UPDATE:  I have now had my baby and have used this pillow to help prop him up during feedings!!!	1.0	Workaround	yes	both		19
2016	4003	B00067AEGC	A302JEPH6HRPPL	Baby	6	If you have a child that pulls up and puts a foot or leg over a gate then this isnt for you.	1.0	Usage	yes	before		22
2027	4004	B00067AUP2	ALLJE6U5TTLU3	Baby	4	Its also as wide as the crib so it fits perfectly under the crib sheet.	1.0	Size	yes	both		15
2028	4004	B00067AUP2	ALLJE6U5TTLU3	Baby	5	Comes with a durable cover as well.	1.0	Complementary product	yes	both		7
2029	4004	B00067AUP2	ALLJE6U5TTLU3	Baby	6	Its packaged as two foam cushions, with one already insterted into the cover.	1.0	Complementary product	yes	both		13
2038	4016	B00069BV8A	A22CW0ZHY3NJH8	Baby	7	It does collapse, if the legs arent snapped up properly; but otherwise isnt a problem.	1.0	Warning	yes	both		15
2061	4030	B0006BAJNG	AD4OPAYKN5P0S	Baby	4	These fit their plastic bottles.	1.0	Size	no	before		5
2065	4033	B0006FHB92	A1NZ7OILVNER	Baby	1	The only time Ive had brown wipes is when Ive been out of the house all day long.	1.0	Warning	yes	both		18
2066	4033	B0006FHB92	A1NZ7OILVNER	Baby	2	My main gripe is that this wipe warmer wont fit an entire refill of wipes, which leaves me to keep the leftovers in the open bag, and thats the only problem I have with wipes drying up.	1.0	Size	yes	before		37
2121	4118	B00073HJGI	A2Q1SKO8XAUINC	Baby	4	Imagine my surprise when I saw how tiny it is.	1.0	Warning	no	before		10
2133	4130	B00075RZUG	A12C0UER29529W	Baby	7	The only two real drawbacks Ive found are the seatbelt (3 point harness only instead of 5) and the fact that theres no sun canopy (make sure baby wears a hat outside if its sunny).	1.0	Warning	yes	after		33
2151	4153	B0007CS4EU	A1WYPL0OTLHH7Z	Baby	3	I know some people complained that the cubes dont come out easily but if you ho,d them under the faucet for literally a few secs they slide right out with no effort.	1.0	Workaround	yes	after		33
2211	4250	B00080LZVA	A225IZVHUWAT37	Baby	3	Perhaps itll be easier to use for this when he is a little older and has better head control.	1.0	Usage	no	both		19
2218	4254	B00081H75C	A3OPSTH3910FSR	Baby	1	Product works ok, for it to attach firmly you have to wet the bottom which makes it a bit inconvenient to use when you are changing the position all the time.	1.0	Usage	yes	before		31
2221	4256	B00081J3OU	AM29FF4K9EKVN	Baby	1	Heres what I decided after debating for days, researching and reading...- use 1 for where you always plug your vacuum in(so that you dont leave those press-in plug protectors somewhere and forget about it)- use these for all outlets in the babys room (he wont be able to move these like the other brand that has loose springs and you wont have to worry about little press-in plug covers coming out and being swallowed)- use where you plug things in and out oftenWe have a kitchen island with low electrical outlet.	1.0	Usage	no	after		89
2223	4256	B00081J3OU	AM29FF4K9EKVN	Baby	3	In another room, we have a nightlight plugged into it and it works fine.	1.0	Usage	yes	after		14
2224	4256	B00081J3OU	AM29FF4K9EKVN	Baby	4	If you never use plugs (like in dining room or guest room, etc) use the press-in plug covers.	1.0	Usage	yes	after		17
2226	4256	B00081J3OU	AM29FF4K9EKVN	Baby	6	I also do not use this type outlet cover for high-voltage items like the computer, the entertainment system.	1.0	Usage	yes	after		17
2230	4257	B00081L2Q2	A2ZB78R0UFNA4T	Baby	2	Didnt stick well, stay on well, or block the whole window.	1.0	Warning	yes	before		11
2252	4289	B0009A3I5K	AXERER9DA2OTM	Baby	2	We put one in every diaper takes like two extra seconds, but if my daughter  poos, I just toss it or you could flush it.	1.0	Usage	yes	both		25
2255	4289	B0009A3I5K	AXERER9DA2OTM	Baby	5	And for the ones where she doesnt poo I just wash them and lay them flat to dry then reuse them.	1.0	Usage	yes	both		21
2260	4298	B0009ET8CI	A2UN56UFHRJUZA	Baby	2	"It attached strongly, but no matter how I applied it to the drawer, it never ""caught"" it to keep my little one out of the drawer."	1.0	Warning	yes	before		26
2268	4299	B0009ET8CS	A3KJPP3NF9CPVL	Baby	6	They installed very fast, hold sturdy, my husband (who can complain when doing handyman stuff like this) thought it was easy and perfect, he was impressed.	1.0	First time use	yes	both		26
2271	4301	B0009F3OZE	A9OQDRXG3GZ02	Baby	1	I have a slow close toilet and it doesnt work with it.	1.0	Warning	yes	before		12
2384	4381	B0009UBSFM	A32OZFDUK07WLV	Baby	4	If you do, the baby easily slips.	1.0	Usage	no	both		7
2386	4383	B0009V0TBU	A21XTA8VWD0LET	Baby	1	Be aware that this base does not work with all SnugRide models.	1.0	Warning	yes	before		12
2387	4383	B0009V0TBU	A21XTA8VWD0LET	Baby	2	The SnugRide 30 seat does not fit with this seat base at all.	1.0	Warning	yes	before		12
2410	4440	B000A6KOW8	AT47FUB4I5C0C	Baby	2	Like other reviews mentioned, the cubes come out the easiest when you run hot water over the bottom for a few seconds.	1.0	Workaround	yes	after		22
2415	4442	B000A796WG	AH0N60XHGDEFI	Baby	3	Wife have hard time unlocking it due to require strong manly hand to push down with pressure to unleash the lock.	1.0	Warning	yes	after		21
2430	4519	B000AV5LZ8	A3UNHVHMLYIUVK	Baby	4	This product is probably not likely to collapse but it is very likely to give you a the feeling that it will.	1.0	Warning	no	before		22
2435	4519	B000AV5LZ8	A3UNHVHMLYIUVK	Baby	9	Its really a bit too small for our 35 pounder and he noticed that as well.	1.0	Population segment	no	before		15
2450	4556	B000B90GAY	A1VXIY1511XQK2	Baby	1	First of all, the item pictures shows twice as many as you really get.	1.0	Other	no	before		14
2457	4556	B000B90GAY	A1VXIY1511XQK2	Baby	8	they cannot properly dry after use and this nasty stuff collects and there isnt any real good way of cleaning it out.	1.0	Warning	no	before		23
2472	4579	B000BH79HY	AP9XBQMGSBUJK	Baby	4	She wasnt a very big or a very small baby, but she kept falling over to one side in the seat.	1.0	Size	yes	before		21
2512	4598	B000BMBU7O	A2T9K9Q87NC8DP	Baby	6	Fabric very uncomfortable on my babys skin and wore out very quickly (like in 2 months)2.	1.0	Warning	yes	before		15
2519	4600	B000BN63KM	A149TC2AX2DPQR	Baby	2	However, it DOES leak from the seam where you screw the top to the cup.	1.0	Usage	no	after		15
2529	4610	B000BNQC58	AX7YG346ZQITO	Baby	5	But Be forewarned parents, your child may wake up in the middle of the night and cry to have you it on again.	1.0	Usage	yes	after		23
2544	4630	B000BOKAKA	AUWY50UCU1E3V	Baby	7	If your baby is smaller, then I would recomend this product, but if your baby is large like mine (he was 18.5 lbs 27 inches at 4 months) then you might want to consider a product with more options and adjustments.	1.0	Size	yes	before		38
2551	4639	B000BPMJR6	A3NVDK1O3N7GU4	Baby	3	Theyre deep enough to snugly fit our 5-inch mattress perfectly.	1.0	Size	yes	before		9
2552	4639	B000BPMJR6	A3NVDK1O3N7GU4	Baby	4	They wash well but be careful to dry on low...	1.0	Maintenance	yes	after		10
2561	4643	B000BPQH4C	ATGIC65M55B7R	Baby	2	The fabric is thin and cheap, its too small for a standard changing pad so it rides up and you can see the sides of the changing pad.	1.0	Warning	yes	before		28
2577	4709	B000BVIYYC	A1DWGBC9SBK97C	Baby	5	As other reviewers note, the buttons are not snaps and take time to put through the hole or undo, so dont expect a quick diaper change, but thats minor.	1.0	Usage	yes	both		29
2582	4710	B000BVKPJE	A1M5ZT35YX6TIN	Baby	2	He tosses this around and it really doesnt leak much at all.	1.0	Usage	yes	both		12
2588	4711	B000BVKPNA	A251N5IFXCSBMF	Baby	4	Pros:-Easy to clean (machine washable)-Spills kept to a minimum-Lightweight-$5 for 4 - nice price!-My just-turned-3 year old likes these cups a lot-Withstands gnawing pretty well (much better than soft spout sippies)-Fits well in standard cup holders-Cute designsCons:-Top does not screw on, just presses on - so my guy can get the top off and then the liquid spills everywhere-Top can also pop off if thrown in a bag, so just be careful	1.0	Warning	yes	before		64
2611	4758	B000CCEWBY	A3NYJOPDJGCX61	Baby	1	It worked really well for awhile but after months of use the rubber seal used to keep the smell out stopped working and it was pretty pointless after that.	1.0	Usage	yes	both		29
2612	4758	B000CCEWBY	A3NYJOPDJGCX61	Baby	2	I really liked this thing with the one exception (besides it no longer working) being the size.	1.0	Size	yes	before		17
2675	4845	B000E873YY	A1NVT35B8BKIHR	Baby	2	Unfortunately, I read many reviews about this having a tiny mirror, hard to install, and difficult for the baby to reach.... well, I really should have listened to all those horrible reviews.... this sits in my car but isnt hooked up or anything.	1.0	Warning	yes	before		43
2684	4846	B000E89BNU	A1RKY6QL7SFX5K	Baby	5	As all the negative reviews already stated, the bristles are extremely rigid, which in theory is great for tough scrubbing, but have fun jamming the giant head into standard bottle openings.	1.0	Warning	yes	before		31
2685	4846	B000E89BNU	A1RKY6QL7SFX5K	Baby	6	The best part is yanking it out with force and having soapy water spray all over the place.	1.0	Warning	no	before		18
2758	4967	B000EUMONM	A3XZCX4QM2MIW	Baby	3	The designs will not show up on dark walls and even if your ceiling is painted white, the images are still fuzzy.	1.0	Warning	yes	before		22
2771	4981	B000F1MBQ0	A24VMEOQ8XUGT9	Baby	5	However, simply putting an extra pillow over this area fixes the problem and elevates your head more to help reduce reflux and help with rhinitis of pregnancy.	1.0	Workaround	yes	after		27
2823	5142	B000FT7NVA	A1S954L77IUU31	Baby	7	fits perfectly... nice and snug!FYI:  The bed comes with TWO toddler rails to give you the option of attaching one to the left or right side of the front of the bed.	1.0	Complementary product	yes	both		33
2825	5142	B000FT7NVA	A1S954L77IUU31	Baby	9	My only complaint about this bed is how difficult it was to assemble.	1.0	First time use	yes	after		13
2828	5142	B000FT7NVA	A1S954L77IUU31	Baby	12	The barrel nuts had a tendency to fall too far inside the wood and flipping the bed over allowed me to adjust how far in the barrel nut sat in the wood so I could get the screw to line in properly.	1.0	Workaround	yes	after		42
2834	5143	B000FT7NWE	A25BUQLALDR65P	Baby	2	Very easy to put together--easiest if you have 2 people though.	1.0	First time use	yes	after		11
2844	5144	B000FTD1T8	A32NPPC0UJTJXU	Baby	7	Secondly, the upper panel used for changing is very fragile, so it comes with additional supporting parts(a metal frame and a belt-like supporter).	1.0	Warning	yes	before		23
2849	5144	B000FTD1T8	A32NPPC0UJTJXU	Baby	12	And, when you try to assembly this item, take extra caution not to break the panels.	1.0	Warning	yes	both		16
2851	5161	B000G1BUE8	A1E0JVUE5H9F9C	Baby	2	She can easily manipulate it wherever she wants it in her mouth and it helps minimize the drool running out of her mouth.	1.0	Usage	yes	both		23
2870	5168	B000G3CXW4	A226GFM0Q9L37H	Baby	11	My daughter slants a bit in the tub, but still quite safe and nothing one of those space mats cant fix (for a newborn Id definately recommend one of those mats as they can really slip in) This tub is a step up because of the extra features that make it easier on mom or dad.	1.0	Usage	yes	after		56
2880	5176	B000G7WU50	A2WEGQXQW4K68R	Baby	1	The fit is really bad on our faucet, it doenst hold on place (loose) so be careful when buying or try it and return it right away if it doesnt fit right.	1.0	Warning	yes	before		32
2886	5179	B000G7YLDE	A1TUL958UXEZK1	Baby	2	Although if the baby is very young this brand tends to be on the heavy side and the baby may not be able to use it.	1.0	Warning	yes	both		26
2899	5181	B000G80O4I	A335UURZ8LMU7Y	Baby	13	The plastic covers are great--one is covered with a huge sticker when it arrives, and doesnt come off easily.	1.0	Workaround	no	after		20
2915	5196	B000GB0O0Y	A1H6ZHH8JSBY80	Baby	1	It goes through batteries far too quickly.	1.0	Warning	yes	before		7
2919	5199	B000GB3G04	A2709HDVGFH4E4	Baby	2	But turning this thing doesnt really work.	1.0	Usage	yes	after		7
