	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
1332	1771	B0001UZUW2	A1TAHDMKLZJNX4	Sports & Outdoors	5	If you do not shoot the disc at a 90 degree angle to the surface the fly is on, most of the time it will not squish them and they fly off.	1.0	Usage	yes	both		31
1388	1817	B00024DE4S	A1SU6TULUNXTY9	Sports & Outdoors	7	They were a solid dark blue color with a green filling.	1.0	Other	yes	both		11
1400	1840	B00029R84A	AODC1LKKPNMY0	Sports & Outdoors	5	The strap that with the clasp on the end can break pretty easy so dont pull it by that.	1.0	Warning	yes	after		19
1402	1842	B00029TJ3I	A3QH021U3Z537L	Sports & Outdoors	2	The straps do not like to hold, its not logical to use for anything more then holding clothes in.	1.0	Warning	yes	before		19
1412	3273	B0002F7MIQ	AMT0E29Q875F9	Sports & Outdoors	2	the tip (width wise) is larger than the shaft, resulting in it getting stuck.	1.0	Warning	yes	before		14
1413	3466	B0002GSJQE	A2S5TZVDF3H6JK	Sports & Outdoors	1	They are good but its probably a good idea to replace the shoe laces with real paracord after that your good to go.	1.0	Complementary product	yes	before		23
1423	3800	B0002IKBTA	A2CZO3D5JCL4PJ	Sports & Outdoors	3	This Bulldog case was just right and with the compartments held all of the necessary accoutrements.	1.0	Size	no	both		16
1432	3803	B0002IKZWS	A3UR4QTAHYLHC1	Sports & Outdoors	1	If youre planning on attaching this to a longer rifle then this is not the sling for you.	1.0	Warning	yes	before		18
1448	3804	B0002IL6T4	A3P2FATSXYDQ0Z	Sports & Outdoors	15	Not cheap like the Daisy I had that broke when I dropped it on carpet .... One more note: One C02 cartridge lasted through all 4 clips, 40 rounds.	1.0	Maintenance	yes	both		25
1453	3805	B0002ILNT2	A1S6B5QFWGVL5U	Sports & Outdoors	2	Too bulky for concealed carry unless in heavy clothing.	1.0	Warning	yes	before		9
1468	3808	B0002ILQI0	A21L2RURENZEOR	Sports & Outdoors	8	I have small hands and this has never been an issue before.	1.0	Warning	no	before		12
1491	3812	B0002INGN8	A1UUU7VI5L64PF	Sports & Outdoors	11	a 5 prong sight tool is required, one with longer prongs to depress the supplied detent.	1.0	Complementary product	yes	before		15
1502	3813	B0002INLC4	A1RPTVW5VEOSI	Sports & Outdoors	11	While the grips cover the trigger, they leave the muzzle and cylinder open to gather dust and lint.	1.0	Warning	yes	before		18
1503	3813	B0002INLC4	A1RPTVW5VEOSI	Sports & Outdoors	12	Its still a good idea to use some sort of pocket holster or pouch for carry.	1.0	Complementary product	yes	both		16
1541	3821	B0002IOA42	ALJ2TCQR7JRYR	Sports & Outdoors	3	They are a bit harder to install as you cannot use a sight pusher to install the rear sight (must use a brass drift).	1.0	First time use	yes	both		25
1546	3823	B0002IOAWE	A196HBNB0JS9AI	Sports & Outdoors	2	Would have rated this five stars, but now Ive got to spend an extra $10 before I can put it on my rifle.	1.0	Complementary product	no	before		22
1565	3858	B0002MBPDC	AU6KEMPG5GN3K	Sports & Outdoors	1	If you have the Thule bike rack, then you need this lock.	1.0	Usage	no	both		12
1577	3870	B0002NYQN2	A1F02182E2913P	Sports & Outdoors	1	bought for a friend and he said that even before washing, they ran small and a bit short.	1.0	Size	yes	before		18
1593	3893	B0002Q9DA0	A3OS5M8BO19GWK	Sports & Outdoors	4	Just be sure to rinse it out and wash it Listerine to keep it clean.	1.0	Maintenance	yes	after		15
1619	3960	B0004L7QIY	A2VLXLU9QP6YJ1	Sports & Outdoors	1	If you use a metal detector, you need one of these.	1.0	Other	yes	both		11
1625	3960	B0004L7QIY	A2VLXLU9QP6YJ1	Sports & Outdoors	7	Add to that the fact that it comes with its own sheath, which has a loop large enough to fit around the carpenters belt I wear with a tool pouch on it to hold my digging cloth and finds, and this is a win all the way around.	1.0	Complementary product	yes	both		48
1629	3965	B00062BIT4	A1W2SFKPK84VJE	Sports & Outdoors	4	Add some practice and a strop to finish with and you can get a knife pert close to as sharp as possible.	1.0	Usage	yes	both		22
1633	3988	B00065DRXQ	A35QLP4NF5I0S	Sports & Outdoors	2	Very child proof and people with weak or arthritic fingers may have a little trouble.	1.0	Usage	yes	both		15
1638	3991	B000667LV4	A19RGDJPNZ7NZ	Sports & Outdoors	5	And then, to add insult to injury... or maybe insult to severe discomfort is more appropriate... one of the gel pads fell off.	1.0	Warning	no	before		23
1668	4000	B000677JAQ	A3RW8YXVPPFDXA	Sports & Outdoors	1	This product is excellent for use trolling fishing, but for baitcasting, spinning or surf-fishing is a problem because you need only a small litter for tangling and knots formed are very complicated.	1.0	Usage	yes	both		31
1683	4008	B00068M3HY	AN9CP6J4JF91X	Sports & Outdoors	8	The thing I do not like is that it can be destroyed by freezing!!!!!	1.0	Warning	yes	before		14
1768	4018	B00069PPC8	A3KWIW92IM6JHH	Sports & Outdoors	1	The pellets are good at the price, but the packaging is so cheap that it got open and about 90 % of the pellets spilled out inside the shipping box and got lost.	1.0	Warning	yes	before		31
1794	4050	B0006GSLDG	A2H7Q4UOD7JV80	Sports & Outdoors	2	However, these devices can be helpful if you first dig a hole place it, attached to the umbrella post into the hole, and then pack sand in around the anchor and the pole.	1.0	Workaround	no	before		33
1824	4098	B0006U67EC	A1OA2ZW406NQXM	Sports & Outdoors	3	Its hard to meditate when your rear hurts, so this takes care of that!	1.0	Usage	yes	both		14
1827	4098	B0006U67EC	A1OA2ZW406NQXM	Sports & Outdoors	6	Like yoga mats, to keep the curl away from the ends, just roll it in the opposite direction every time you use it and it will eventually stop curling on the ends.	1.0	Workaround	yes	after		32
1831	4099	B0006UD5HO	A1EBY42ZXFUXQQ	Sports & Outdoors	2	It didnt come with instructions for installation but after a bit, I figured it out.	1.0	First time use	yes	after		15
1833	4102	B0006V2B4G	A3CB8XUO7GU4RW	Sports & Outdoors	1	This shelter is just perfect for using it for camping as a dress shelter or a bathroom.	1.0	Alternative use	yes	both		17
1840	4106	B0006VVITA	AE6LN80KUHS5I	Sports & Outdoors	4	the bad thing about these are that the materiel there made of sticks to the Velcro straps and makes it a job just to re roll.	1.0	Warning	yes	before		26
1847	4110	B0006ZK8CO	AD342OQX4EFN7	Sports & Outdoors	4	I could barely get them around my ankle and I have skinny legs.	1.0	Size	no	before		13
1883	4123	B00074H6RO	A3RRAIE5VGNS0S	Sports & Outdoors	2	My hand measured 9 inches around the knuckles, and an XXL was a perfect fit, as their sizing chart suggested.	1.0	Size	yes	before		19
1889	4124	B00074H714	A3G5MOHY1U635N	Sports & Outdoors	5	If you think you need medium, you, probably, should order large.	1.0	Size	yes	before		11
1909	4135	B00076SPZY	A1S5QVS3YLY6FK	Sports & Outdoors	4	Im no small man, at 6-3 255, this little device would barely fit around my forearm, which is the first complaint.	1.0	Size	yes	before		19
1911	4135	B00076SPZY	A1S5QVS3YLY6FK	Sports & Outdoors	6	I would imagine for the average 5-10 180 pound man, that this would work fine, but it was very tight on my forearm and even left red lines.	1.0	Size	yes	before		26
1930	4138	B00077ZDUS	A1JOQ65GZXNDIW	Sports & Outdoors	4	It fits my truck receiver perfectly, with just a tiny bit of wiggle room, and the bike rack fits great inside the 1 1/4 receiver.	1.0	Size	yes	both		23
1933	4139	B000783NW2	AZUD9CW7CE929	Sports & Outdoors	2	Only problem, after washing and drying the pants shrunk.	1.0	Warning	yes	before		9
1935	4139	B000783NW2	AZUD9CW7CE929	Sports & Outdoors	4	Recommend not to put in dryer.	1.0	Maintenance	yes	both		6
1936	4141	B0007917D8	A1HKGDZJ7SOQQ	Sports & Outdoors	1	dont work very well to short	1.0	Warning	yes	before		6
1963	4152	B0007CQDTI	A2KL4S9HU9K409	Sports & Outdoors	5	It just leak air too quickly.	1.0	Warning	no	before		6
1974	4163	B0007IS750	A3UVOZ86RCJ009	Sports & Outdoors	1	It doesnt stay no matter how tight I make the belt.	1.0	Warning	yes	before		11
1984	4168	B0007LQ26S	A22FR3IXEIRAST	Sports & Outdoors	3	I was able to hear the gas flowing but was not able to get my Coleman North Star lantern to light.	1.0	Warning	yes	before		21
2022	4179	B0007OC0A2	A2WTT0ZUVEU74C	Sports & Outdoors	3	I didnt need to use a lot for it to be effective, so this tube will last me for a long time.	1.0	Usage	yes	after		22
2028	4182	B0007OER0S	A2IO1ESNSIAXG3	Sports & Outdoors	5	If you are a pilot the slide bezel works great for calculating fuel consumption, speed, etc.	1.0	Usage	yes	after		16
2035	4182	B0007OER0S	A2IO1ESNSIAXG3	Sports & Outdoors	12	If I had this to do all over again Id get the stainless version and live with the extra weight.	1.0	Usage	yes	before		20
2044	4184	B0007OWSXG	A2L658RAOSOLDF	Sports & Outdoors	5	Not only do I use it for my step workouts but I also use it as a weight bench for things like chest press and etc.	1.0	Alternative use	yes	both		26
2057	4189	B0007Q3K7C	A2LE8U8K5K0CJI	Sports & Outdoors	3	Not a little leak, but within a few minutes, there would be a puddle where the bag stands.	1.0	Warning	no	before		18
2063	4190	B0007Q3KLS	A3EQQZY9U4LF4Q	Sports & Outdoors	1	These are small bags.	1.0	Warning	yes	before		4
2078	4192	B0007QCO8I	A3IUD6OUAS0A9K	Sports & Outdoors	4	Keep in mind that it may not be a great idea to take this into a really sandy or dirty environment though, since it looks impossible to clean.	1.0	Usage	yes	both		28
2110	4203	B0007U010W	A87A0OCIA38WL	Sports & Outdoors	6	The design makes it easier to clean over the metal cans of the competition.	1.0	Maintenance	yes	before		14
2113	4203	B0007U010W	A87A0OCIA38WL	Sports & Outdoors	9	Once the filters are fully wetted up, it takes approximately 2+ hours (around 4 when starting with dry filters) for the unit to filter 2.5 gallons of water.	1.0	Usage	yes	both		25
2114	4203	B0007U010W	A87A0OCIA38WL	Sports & Outdoors	10	The unit will hold more than the stated 2.25 gallons in the clean water catch.	1.0	Size	yes	both		14
2116	4203	B0007U010W	A87A0OCIA38WL	Sports & Outdoors	12	There may be a slight chemical taste to the water (imparted by the filters) in the first 4 to 6 gallons of filtered water.	1.0	Warning	yes	both		22
2153	4219	B0007VBRUE	A3MRUIKOIGZ6QY	Sports & Outdoors	4	Its not very strong in its function.	1.0	Warning	no	before		7
2241	4269	B0008G1OJ2	A2V5R832QCSOMX	Sports & Outdoors	14	Ive tried placing a yoga mat underneath and that helps a bit, but generally I just punch it in one direction, then punch it back into place going the other direction.	1.0	Workaround	no	both		31
2249	4270	B0008G1OOM	A3AJ7MW0QA2FXB	Sports & Outdoors	4	I do put some tape on my knuckles though because some of the stitching ends up cutting into your skin.	1.0	Workaround	yes	both		20
2255	4274	B0008KLAB0	ADD5U5HOW613G	Sports & Outdoors	3	I suspect it would make a great cat scratch post too!	1.0	Alternative use	yes	both		11
2262	4282	B00095M5DQ	A2RKI7RPP5CJMG	Sports & Outdoors	4	One note, however, is that I wouldnt put more than two cards per sleeve.	1.0	Usage	no	after		14
2279	4303	B0009FUBDW	A2O186CL9LQQVB	Sports & Outdoors	1	Easy to install factory Tippmann part, installs in less than five minutes, must have for all Tippmann 98 custom owners.	1.0	First time use	yes	both		19
2290	4321	B0009IC8V2	A31BD4RXCON7QO	Sports & Outdoors	5	If you want a ball to kick around the backyard and want to fuss with small ice cubes, spillage, and mixing a tiny volume of ice cream, then youre at the right place.	1.0	Warning	yes	both		33
2301	4328	B0009JKG9M	A204906HLJ443E	Sports & Outdoors	9	The only con is the weight.	1.0	Warning	yes	before		6
2304	4332	B0009JUP9I	AHQ0KIP330AVX	Sports & Outdoors	1	Dont be put off by the el-cheapo appearance of the SRAM X.7 in the stock photo.	1.0	Other	yes	both		14
2312	4332	B0009JUP9I	AHQ0KIP330AVX	Sports & Outdoors	9	Unfortunately when I was removing my greasy finger prints from the components with denatured alcohol, I inadvertently wiped the SRAM logo off the derailleur cage.	1.0	Warning	yes	after		25
2317	4335	B0009KF4H0	A2YQ7SH5H0RRMA	Sports & Outdoors	2	Has worked great for every use - fantastic for travel abroad for minor repairs (just have the common sense to put it in your checked luggage)	1.0	Usage	yes	after		25
2346	4346	B0009PUPSI	A8FKL1DHTHC12	Sports & Outdoors	2	it tends to give me a head ache i would not recommend indoors you will probably die.	1.0	Usage	yes	after		17
2360	4347	B0009PUPU6	A204KVEV30UDE2	Sports & Outdoors	6	On a side note, if you are camping with people that like to play pranks, DO NOT mount this light over your head in the tent, because someone outside can pull the magnet off and it will fall on your head which i imagine would be quite painful.	1.0	Usage	yes	after		48
2362	4348	B0009PUPX8	A262B3K57YX1CS	Sports & Outdoors	2	That it uses both regular gas and white gas is a plus.	1.0	Usage	yes	both		12
2367	4349	B0009PUQ3C	A1U95J0L5OTY7D	Sports & Outdoors	4	The adapter runs HOT!	1.0	Warning	yes	before		4
2385	4351	B0009PUQ8M	AZCE82VP4M19E	Sports & Outdoors	3	The stake puller is made a bit flimsy, but if you grasp with both hands the steel part below the handle and not the handle it wont bend.	1.0	Workaround	yes	after		28
2400	4353	B0009PUQSM	AR8IZS34VKIMW	Sports & Outdoors	5	It has been documented in many of the other reviews, but I dont tighten the glass viewing knob, so I have had no problems with it breaking.	1.0	Warning	yes	after		27
2416	4355	B0009PUQZK	ATESDW9FQYN0Q	Sports & Outdoors	3	It works great for holding steamers, skillets, and kettles, though.	1.0	Alternative use	yes	both		10
2424	4357	B0009PUSCQ	A3E14WZ04TJR57	Sports & Outdoors	1	The lantern part is great BUT if you plan to use it in any fashion where you move it around a lot forget the base!	1.0	Usage	yes	both		25
2451	4374	B0009TNS24	A2YLFY3IOKQA2A	Sports & Outdoors	2	If it is a little too large, you can always cut it down to your preferred size, so order one size larger if in doubt.	1.0	Workaround	yes	after		25
2482	4390	B0009VC9RW	AV5FJKDE2F3H5	Sports & Outdoors	3	The handle is actually fairly comfortable for a three finger hold if you have small to medium hands.	1.0	Size	yes	both		18
2505	4394	B0009VCA0S	A445FFOZKY3WZ	Sports & Outdoors	2	I have resharpened it with ceramic sharpeners several times and its easy to sharpen and keeps the edge.	1.0	Maintenance	yes	after		18
2511	4396	B0009VELDW	A6VXZ1EEPRTLV	Sports & Outdoors	4	This ball would be a very terrific choice for indoors , as the cushioning seems to make for a ball that is very responsive and lively.	1.0	Usage	yes	before		25
2512	4396	B0009VELDW	A6VXZ1EEPRTLV	Sports & Outdoors	5	With a softer outer layer, this ball doesnt fare quite as well outdoors.	1.0	Warning	yes	before		12
2514	4396	B0009VELDW	A6VXZ1EEPRTLV	Sports & Outdoors	7	Being sticky, it attracts dirt, and dust, and soon loses its tacky feel.	1.0	Warning	yes	both		13
2515	4396	B0009VELDW	A6VXZ1EEPRTLV	Sports & Outdoors	8	And playing on a hoop that has a steel net, probably isnt very healthy for the composite surface.	1.0	Warning	yes	both		17
2517	4396	B0009VELDW	A6VXZ1EEPRTLV	Sports & Outdoors	10	It can certainly be used outdoors, it probably wont hold up very well long term, under the more rugged conditions.	1.0	Warning	yes	before		19
2534	4425	B000A0IK8O	A200NRJGN6RDKI	Sports & Outdoors	10	Hint:Buy two TSA approved locks (Master Lock 4680DBLK) you need one for the main zipper and one for the pocket for the shoes or whatever you want to put in it...	1.0	Complementary product	yes	both		31
2549	4444	B000A80JXA	A20E9MBDXWJN04	Sports & Outdoors	1	I use these to wear around my house, as theyre easy on, easy off.	1.0	Alternative use	yes	both		14
2554	4448	B000A8BSK8	A1ZINFU49WPZJE	Sports & Outdoors	4	Some might also find assembly a challenge because instructions are not included.	1.0	Warning	yes	before		12
2577	4451	B000AAC5T4	A2BII435N2E9BY	Sports & Outdoors	2	When you read the description it says that you get 4.	1.0	Other	no	before		10
2585	4456	B000ACAM88	A38NHXL5257E3B	Sports & Outdoors	4	Expect to turn alot with trial and error on initial install but once you have it dialed in, you just set the fork, latch it, and lock it, done!The locks included are cheap, but I use it inside the cab when parking in public, but I wouldnt depend on these locks from deterring thieves on an open cab pickup trucks or roof mounts.	1.0	First time use	yes	both		64
2604	4464	B000AJ06U0	A16K2CNP6R6S2E	Sports & Outdoors	1	Ive been all over the world with this thing and the only thing thats happened to it is that the rubber feet on the bottom have been ripped off from what Im guessing is bagage handlers dragging it.	1.0	Usage	yes	both		38
2635	4475	B000AO3J9A	AIVU1J51MJ9O2	Sports & Outdoors	12	It took me less then 5 minutes to put up the Timber Creek tent and about 20 to put up the Wenzel.	1.0	First time use	yes	after		20
2641	4475	B000AO3J9A	AIVU1J51MJ9O2	Sports & Outdoors	18	Fortunately for me I had great weather on my trip to Colorado because I would not trust this tent to stand up under even moderate weather conditions.	1.0	Warning	yes	both		27
